sample_name,sex,dataset,super-population,sub-population
LP6005857-DNA-A01,Male,SAHGP,AFR,COL
LP6005857-DNA-B01,Male,SAHGP,AFR,COL
LP6005857-DNA-C01,Male,SAHGP,AFR,COL
LP6005857-DNA-D01,Male,SAHGP,AFR,COL
LP6005857-DNA-E01,Male,SAHGP,AFR,COL
LP6005857-DNA-F01,Male,SAHGP,AFR,COL
LP6005857-DNA-G01,Male,SAHGP,AFR,COL
LP6005857-DNA-H01,Male,SAHGP,AFR,COL
LP6005857-DNA-A02,Male,SAHGP,AFR,SOT
LP6005857-DNA-B02,Male,SAHGP,AFR,SOT
LP6005857-DNA-C02,Male,SAHGP,AFR,SOT
LP6005857-DNA-D02,Male,SAHGP,AFR,SOT
LP6005857-DNA-E02,Male,SAHGP,AFR,SOT
LP6005857-DNA-F02,Male,SAHGP,AFR,SOT
LP6005857-DNA-G02,Male,SAHGP,AFR,SOT
LP6005857-DNA-H02,Male,SAHGP,AFR,SOT
LP6005857-DNA-A03,Male,SAHGP,AFR,XHO
LP6005857-DNA-B03,Male,SAHGP,AFR,XHO
LP6005857-DNA-C03,Male,SAHGP,AFR,XHO
LP6005857-DNA-D03,Male,SAHGP,AFR,XHO
LP6005857-DNA-E03,Male,SAHGP,AFR,XHO
LP6005857-DNA-F03,Male,SAHGP,AFR,XHO
LP6005857-DNA-G03,Male,SAHGP,AFR,XHO
LP6005857-DNA-H03,Male,SAHGP,AFR,XHO
HG00096,Male,ThousandGenomes,EUR,GBR
HG00097,Female,ThousandGenomes,EUR,GBR
HG00099,Female,ThousandGenomes,EUR,GBR
HG00100,Female,ThousandGenomes,EUR,GBR
HG00101,Male,ThousandGenomes,EUR,GBR
HG00102,Female,ThousandGenomes,EUR,GBR
HG00103,Male,ThousandGenomes,EUR,GBR
HG00105,Male,ThousandGenomes,EUR,GBR
HG00106,Female,ThousandGenomes,EUR,GBR
HG00107,Male,ThousandGenomes,EUR,GBR
HG00108,Male,ThousandGenomes,EUR,GBR
HG00109,Male,ThousandGenomes,EUR,GBR
HG00110,Female,ThousandGenomes,EUR,GBR
HG00111,Female,ThousandGenomes,EUR,GBR
HG00112,Male,ThousandGenomes,EUR,GBR
HG00113,Male,ThousandGenomes,EUR,GBR
HG00114,Male,ThousandGenomes,EUR,GBR
HG00115,Male,ThousandGenomes,EUR,GBR
HG00116,Male,ThousandGenomes,EUR,GBR
HG00117,Male,ThousandGenomes,EUR,GBR
HG00118,Female,ThousandGenomes,EUR,GBR
HG00119,Male,ThousandGenomes,EUR,GBR
HG00120,Female,ThousandGenomes,EUR,GBR
HG00121,Female,ThousandGenomes,EUR,GBR
HG00122,Female,ThousandGenomes,EUR,GBR
HG00123,Female,ThousandGenomes,EUR,GBR
HG00125,Female,ThousandGenomes,EUR,GBR
HG00126,Male,ThousandGenomes,EUR,GBR
HG00127,Female,ThousandGenomes,EUR,GBR
HG00128,Female,ThousandGenomes,EUR,GBR
HG00129,Male,ThousandGenomes,EUR,GBR
HG00130,Female,ThousandGenomes,EUR,GBR
HG00131,Male,ThousandGenomes,EUR,GBR
HG00132,Female,ThousandGenomes,EUR,GBR
HG00133,Female,ThousandGenomes,EUR,GBR
HG00136,Male,ThousandGenomes,EUR,GBR
HG00137,Female,ThousandGenomes,EUR,GBR
HG00138,Male,ThousandGenomes,EUR,GBR
HG00139,Male,ThousandGenomes,EUR,GBR
HG00140,Male,ThousandGenomes,EUR,GBR
HG00141,Male,ThousandGenomes,EUR,GBR
HG00142,Male,ThousandGenomes,EUR,GBR
HG00143,Male,ThousandGenomes,EUR,GBR
HG00145,Male,ThousandGenomes,EUR,GBR
HG00146,Female,ThousandGenomes,EUR,GBR
HG00148,Male,ThousandGenomes,EUR,GBR
HG00149,Male,ThousandGenomes,EUR,GBR
HG00150,Female,ThousandGenomes,EUR,GBR
HG00151,Male,ThousandGenomes,EUR,GBR
HG00154,Unknown,ThousandGenomes,EUR,GBR
HG00155,Male,ThousandGenomes,EUR,GBR
HG00157,Male,ThousandGenomes,EUR,GBR
HG00158,Female,ThousandGenomes,EUR,GBR
HG00159,Male,ThousandGenomes,EUR,GBR
HG00160,Male,ThousandGenomes,EUR,GBR
HG00171,Female,ThousandGenomes,EUR,FIN
HG00173,Female,ThousandGenomes,EUR,FIN
HG00174,Female,ThousandGenomes,EUR,FIN
HG00176,Female,ThousandGenomes,EUR,FIN
HG00177,Female,ThousandGenomes,EUR,FIN
HG00178,Female,ThousandGenomes,EUR,FIN
HG00179,Female,ThousandGenomes,EUR,FIN
HG00180,Female,ThousandGenomes,EUR,FIN
HG00181,Male,ThousandGenomes,EUR,FIN
HG00182,Male,ThousandGenomes,EUR,FIN
HG00183,Male,ThousandGenomes,EUR,FIN
HG00185,Male,ThousandGenomes,EUR,FIN
HG00186,Male,ThousandGenomes,EUR,FIN
HG00187,Male,ThousandGenomes,EUR,FIN
HG00188,Male,ThousandGenomes,EUR,FIN
HG00189,Male,ThousandGenomes,EUR,FIN
HG00190,Male,ThousandGenomes,EUR,FIN
HG00231,Female,ThousandGenomes,EUR,GBR
HG00232,Female,ThousandGenomes,EUR,GBR
HG00233,Female,ThousandGenomes,EUR,GBR
HG00234,Male,ThousandGenomes,EUR,GBR
HG00235,Female,ThousandGenomes,EUR,GBR
HG00236,Female,ThousandGenomes,EUR,GBR
HG00237,Female,ThousandGenomes,EUR,GBR
HG00238,Female,ThousandGenomes,EUR,GBR
HG00239,Female,ThousandGenomes,EUR,GBR
HG00240,Female,ThousandGenomes,EUR,GBR
HG00242,Male,ThousandGenomes,EUR,GBR
HG00243,Male,ThousandGenomes,EUR,GBR
HG00244,Male,ThousandGenomes,EUR,GBR
HG00245,Female,ThousandGenomes,EUR,GBR
HG00246,Male,ThousandGenomes,EUR,GBR
HG00250,Female,ThousandGenomes,EUR,GBR
HG00251,Male,ThousandGenomes,EUR,GBR
HG00252,Male,ThousandGenomes,EUR,GBR
HG00253,Female,ThousandGenomes,EUR,GBR
HG00254,Female,ThousandGenomes,EUR,GBR
HG00255,Female,ThousandGenomes,EUR,GBR
HG00256,Male,ThousandGenomes,EUR,GBR
HG00257,Female,ThousandGenomes,EUR,GBR
HG00258,Female,ThousandGenomes,EUR,GBR
HG00259,Female,ThousandGenomes,EUR,GBR
HG00260,Male,ThousandGenomes,EUR,GBR
HG00261,Female,ThousandGenomes,EUR,GBR
HG00262,Female,ThousandGenomes,EUR,GBR
HG00263,Female,ThousandGenomes,EUR,GBR
HG00264,Male,ThousandGenomes,EUR,GBR
HG00265,Male,ThousandGenomes,EUR,GBR
HG00266,Female,ThousandGenomes,EUR,FIN
HG00267,Male,ThousandGenomes,EUR,FIN
HG00268,Female,ThousandGenomes,EUR,FIN
HG00269,Female,ThousandGenomes,EUR,FIN
HG00271,Male,ThousandGenomes,EUR,FIN
HG00272,Female,ThousandGenomes,EUR,FIN
HG00273,Male,ThousandGenomes,EUR,FIN
HG00274,Female,ThousandGenomes,EUR,FIN
HG00275,Female,ThousandGenomes,EUR,FIN
HG00276,Female,ThousandGenomes,EUR,FIN
HG00277,Male,ThousandGenomes,EUR,FIN
HG00278,Male,ThousandGenomes,EUR,FIN
HG00280,Male,ThousandGenomes,EUR,FIN
HG00281,Female,ThousandGenomes,EUR,FIN
HG00282,Female,ThousandGenomes,EUR,FIN
HG00284,Male,ThousandGenomes,EUR,FIN
HG00285,Female,ThousandGenomes,EUR,FIN
HG00288,Female,ThousandGenomes,EUR,FIN
HG00290,Male,ThousandGenomes,EUR,FIN
HG00304,Female,ThousandGenomes,EUR,FIN
HG00306,Female,ThousandGenomes,EUR,FIN
HG00308,Male,ThousandGenomes,EUR,FIN
HG00309,Female,ThousandGenomes,EUR,FIN
HG00310,Male,ThousandGenomes,EUR,FIN
HG00311,Male,ThousandGenomes,EUR,FIN
HG00313,Female,ThousandGenomes,EUR,FIN
HG00315,Female,ThousandGenomes,EUR,FIN
HG00318,Female,ThousandGenomes,EUR,FIN
HG00319,Female,ThousandGenomes,EUR,FIN
HG00320,Female,ThousandGenomes,EUR,FIN
HG00321,Male,ThousandGenomes,EUR,FIN
HG00323,Female,ThousandGenomes,EUR,FIN
HG00324,Female,ThousandGenomes,EUR,FIN
HG00325,Male,ThousandGenomes,EUR,FIN
HG00326,Female,ThousandGenomes,EUR,FIN
HG00327,Female,ThousandGenomes,EUR,FIN
HG00328,Female,ThousandGenomes,EUR,FIN
HG00329,Male,ThousandGenomes,EUR,FIN
HG00330,Female,ThousandGenomes,EUR,FIN
HG00331,Female,ThousandGenomes,EUR,FIN
HG00332,Female,ThousandGenomes,EUR,FIN
HG00334,Female,ThousandGenomes,EUR,FIN
HG00335,Male,ThousandGenomes,EUR,FIN
HG00336,Male,ThousandGenomes,EUR,FIN
HG00337,Female,ThousandGenomes,EUR,FIN
HG00338,Male,ThousandGenomes,EUR,FIN
HG00339,Female,ThousandGenomes,EUR,FIN
HG00341,Male,ThousandGenomes,EUR,FIN
HG00342,Male,ThousandGenomes,EUR,FIN
HG00343,Female,ThousandGenomes,EUR,FIN
HG00344,Female,ThousandGenomes,EUR,FIN
HG00345,Male,ThousandGenomes,EUR,FIN
HG00346,Female,ThousandGenomes,EUR,FIN
HG00349,Female,ThousandGenomes,EUR,FIN
HG00350,Female,ThousandGenomes,EUR,FIN
HG00351,Male,ThousandGenomes,EUR,FIN
HG00353,Female,ThousandGenomes,EUR,FIN
HG00355,Female,ThousandGenomes,EUR,FIN
HG00356,Female,ThousandGenomes,EUR,FIN
HG00357,Female,ThousandGenomes,EUR,FIN
HG00358,Male,ThousandGenomes,EUR,FIN
HG00360,Male,ThousandGenomes,EUR,FIN
HG00361,Unknown,ThousandGenomes,EUR,FIN
HG00362,Female,ThousandGenomes,EUR,FIN
HG00364,Female,ThousandGenomes,EUR,FIN
HG00365,Female,ThousandGenomes,EUR,FIN
HG00366,Male,ThousandGenomes,EUR,FIN
HG00367,Female,ThousandGenomes,EUR,FIN
HG00368,Female,ThousandGenomes,EUR,FIN
HG00369,Male,ThousandGenomes,EUR,FIN
HG00371,Male,ThousandGenomes,EUR,FIN
HG00372,Male,ThousandGenomes,EUR,FIN
HG00373,Female,ThousandGenomes,EUR,FIN
HG00375,Male,ThousandGenomes,EUR,FIN
HG00376,Female,ThousandGenomes,EUR,FIN
HG00378,Female,ThousandGenomes,EUR,FIN
HG00379,Female,ThousandGenomes,EUR,FIN
HG00380,Female,ThousandGenomes,EUR,FIN
HG00381,Female,ThousandGenomes,EUR,FIN
HG00382,Male,ThousandGenomes,EUR,FIN
HG00383,Female,ThousandGenomes,EUR,FIN
HG00384,Female,ThousandGenomes,EUR,FIN
HG00403,Male,ThousandGenomes,EAS,CHS
HG00404,Female,ThousandGenomes,EAS,CHS
HG00405,Female,ThousandGenomes,EAS,CHS
HG00406,Male,ThousandGenomes,EAS,CHS
HG00407,Female,ThousandGenomes,EAS,CHS
HG00408,Female,ThousandGenomes,EAS,CHS
HG00409,Male,ThousandGenomes,EAS,CHS
HG00410,Female,ThousandGenomes,EAS,CHS
HG00418,Male,ThousandGenomes,EAS,CHS
HG00419,Female,ThousandGenomes,EAS,CHS
HG00420,Male,ThousandGenomes,EAS,CHS
HG00421,Male,ThousandGenomes,EAS,CHS
HG00422,Female,ThousandGenomes,EAS,CHS
HG00423,Female,ThousandGenomes,EAS,CHS
HG00427,Male,ThousandGenomes,EAS,CHS
HG00428,Female,ThousandGenomes,EAS,CHS
HG00429,Male,ThousandGenomes,EAS,CHS
HG00436,Male,ThousandGenomes,EAS,CHS
HG00437,Female,ThousandGenomes,EAS,CHS
HG00438,Female,ThousandGenomes,EAS,CHS
HG00442,Male,ThousandGenomes,EAS,CHS
HG00443,Female,ThousandGenomes,EAS,CHS
HG00444,Male,ThousandGenomes,EAS,CHS
HG00445,Male,ThousandGenomes,EAS,CHS
HG00446,Female,ThousandGenomes,EAS,CHS
HG00447,Female,ThousandGenomes,EAS,CHS
HG00448,Male,ThousandGenomes,EAS,CHS
HG00449,Female,ThousandGenomes,EAS,CHS
HG00450,Female,ThousandGenomes,EAS,CHS
HG00451,Male,ThousandGenomes,EAS,CHS
HG00452,Female,ThousandGenomes,EAS,CHS
HG00453,Female,ThousandGenomes,EAS,CHS
HG00457,Male,ThousandGenomes,EAS,CHS
HG00458,Female,ThousandGenomes,EAS,CHS
HG00459,Male,ThousandGenomes,EAS,CHS
HG00463,Male,ThousandGenomes,EAS,CHS
HG00464,Female,ThousandGenomes,EAS,CHS
HG00465,Male,ThousandGenomes,EAS,CHS
HG00472,Male,ThousandGenomes,EAS,CHS
HG00473,Female,ThousandGenomes,EAS,CHS
HG00474,Male,ThousandGenomes,EAS,CHS
HG00475,Male,ThousandGenomes,EAS,CHS
HG00476,Female,ThousandGenomes,EAS,CHS
HG00477,Male,ThousandGenomes,EAS,CHS
HG00478,Male,ThousandGenomes,EAS,CHS
HG00479,Female,ThousandGenomes,EAS,CHS
HG00480,Male,ThousandGenomes,EAS,CHS
HG00500,Male,ThousandGenomes,EAS,CHS
HG00501,Female,ThousandGenomes,EAS,CHS
HG00502,Male,ThousandGenomes,EAS,CHS
HG00512,Male,ThousandGenomes,EAS,CHS
HG00513,Female,ThousandGenomes,EAS,CHS
HG00514,Female,ThousandGenomes,EAS,CHS
HG00524,Male,ThousandGenomes,EAS,CHS
HG00525,Female,ThousandGenomes,EAS,CHS
HG00526,Male,ThousandGenomes,EAS,CHS
HG00530,Male,ThousandGenomes,EAS,CHS
HG00531,Female,ThousandGenomes,EAS,CHS
HG00532,Male,ThousandGenomes,EAS,CHS
HG00533,Male,ThousandGenomes,EAS,CHS
HG00534,Female,ThousandGenomes,EAS,CHS
HG00535,Male,ThousandGenomes,EAS,CHS
HG00536,Male,ThousandGenomes,EAS,CHS
HG00537,Female,ThousandGenomes,EAS,CHS
HG00538,Male,ThousandGenomes,EAS,CHS
HG00542,Male,ThousandGenomes,EAS,CHS
HG00543,Female,ThousandGenomes,EAS,CHS
HG00544,Female,ThousandGenomes,EAS,CHS
HG00551,Female,ThousandGenomes,AMR,PUR
HG00552,Male,ThousandGenomes,AMR,PUR
HG00553,Male,ThousandGenomes,AMR,PUR
HG00554,Female,ThousandGenomes,AMR,PUR
HG00555,Female,ThousandGenomes,AMR,PUR
HG00556,Male,ThousandGenomes,EAS,CHS
HG00557,Female,ThousandGenomes,EAS,CHS
HG00558,Female,ThousandGenomes,EAS,CHS
HG00559,Male,ThousandGenomes,EAS,CHS
HG00560,Female,ThousandGenomes,EAS,CHS
HG00561,Female,ThousandGenomes,EAS,CHS
HG00565,Male,ThousandGenomes,EAS,CHS
HG00566,Female,ThousandGenomes,EAS,CHS
HG00567,Male,ThousandGenomes,EAS,CHS
HG00577,Male,ThousandGenomes,EAS,CHS
HG00578,Female,ThousandGenomes,EAS,CHS
HG00579,Female,ThousandGenomes,EAS,CHS
HG00580,Male,ThousandGenomes,EAS,CHS
HG00581,Female,ThousandGenomes,EAS,CHS
HG00582,Female,ThousandGenomes,EAS,CHS
HG00583,Male,ThousandGenomes,EAS,CHS
HG00584,Female,ThousandGenomes,EAS,CHS
HG00585,Female,ThousandGenomes,EAS,CHS
HG00589,Male,ThousandGenomes,EAS,CHS
HG00590,Female,ThousandGenomes,EAS,CHS
HG00591,Male,ThousandGenomes,EAS,CHS
HG00592,Male,ThousandGenomes,EAS,CHS
HG00593,Female,ThousandGenomes,EAS,CHS
HG00594,Male,ThousandGenomes,EAS,CHS
HG00595,Male,ThousandGenomes,EAS,CHS
HG00596,Female,ThousandGenomes,EAS,CHS
HG00597,Female,ThousandGenomes,EAS,CHS
HG00598,Male,ThousandGenomes,EAS,CHS
HG00599,Female,ThousandGenomes,EAS,CHS
HG00607,Male,ThousandGenomes,EAS,CHS
HG00608,Female,ThousandGenomes,EAS,CHS
HG00609,Male,ThousandGenomes,EAS,CHS
HG00610,Male,ThousandGenomes,EAS,CHS
HG00611,Female,ThousandGenomes,EAS,CHS
HG00612,Female,ThousandGenomes,EAS,CHS
HG00613,Male,ThousandGenomes,EAS,CHS
HG00614,Female,ThousandGenomes,EAS,CHS
HG00615,Female,ThousandGenomes,EAS,CHS
HG00619,Male,ThousandGenomes,EAS,CHS
HG00620,Female,ThousandGenomes,EAS,CHS
HG00621,Male,ThousandGenomes,EAS,CHS
HG00622,Male,ThousandGenomes,EAS,CHS
HG00623,Female,ThousandGenomes,EAS,CHS
HG00625,Male,ThousandGenomes,EAS,CHS
HG00626,Female,ThousandGenomes,EAS,CHS
HG00627,Male,ThousandGenomes,EAS,CHS
HG00628,Male,ThousandGenomes,EAS,CHS
HG00629,Female,ThousandGenomes,EAS,CHS
HG00630,Male,ThousandGenomes,EAS,CHS
HG00631,Male,ThousandGenomes,EAS,CHS
HG00632,Female,ThousandGenomes,EAS,CHS
HG00634,Male,ThousandGenomes,EAS,CHS
HG00635,Female,ThousandGenomes,EAS,CHS
HG00636,Male,ThousandGenomes,EAS,CHS
HG00637,Male,ThousandGenomes,AMR,PUR
HG00638,Female,ThousandGenomes,AMR,PUR
HG00639,Female,ThousandGenomes,AMR,PUR
HG00640,Male,ThousandGenomes,AMR,PUR
HG00641,Female,ThousandGenomes,AMR,PUR
HG00642,Male,ThousandGenomes,AMR,PUR
HG00650,Male,ThousandGenomes,EAS,CHS
HG00651,Female,ThousandGenomes,EAS,CHS
HG00652,Female,ThousandGenomes,EAS,CHS
HG00653,Male,ThousandGenomes,EAS,CHS
HG00654,Female,ThousandGenomes,EAS,CHS
HG00655,Female,ThousandGenomes,EAS,CHS
HG00656,Male,ThousandGenomes,EAS,CHS
HG00657,Female,ThousandGenomes,EAS,CHS
HG00658,Male,ThousandGenomes,EAS,CHS
HG00662,Male,ThousandGenomes,EAS,CHS
HG00663,Female,ThousandGenomes,EAS,CHS
HG00664,Male,ThousandGenomes,EAS,CHS
HG00671,Male,ThousandGenomes,EAS,CHS
HG00672,Female,ThousandGenomes,EAS,CHS
HG00673,Male,ThousandGenomes,EAS,CHS
HG00674,Male,ThousandGenomes,EAS,CHS
HG00675,Female,ThousandGenomes,EAS,CHS
HG00683,Male,ThousandGenomes,EAS,CHS
HG00684,Female,ThousandGenomes,EAS,CHS
HG00685,Male,ThousandGenomes,EAS,CHS
HG00689,Male,ThousandGenomes,EAS,CHS
HG00690,Female,ThousandGenomes,EAS,CHS
HG00691,Male,ThousandGenomes,EAS,CHS
HG00692,Male,ThousandGenomes,EAS,CHS
HG00693,Female,ThousandGenomes,EAS,CHS
HG00694,Male,ThousandGenomes,EAS,CHS
HG00698,Male,ThousandGenomes,EAS,CHS
HG00699,Female,ThousandGenomes,EAS,CHS
HG00700,Female,ThousandGenomes,EAS,CHS
HG00701,Male,ThousandGenomes,EAS,CHS
HG00702,Female,ThousandGenomes,EAS,CHS
HG00703,Male,ThousandGenomes,EAS,CHS
HG00704,Male,ThousandGenomes,EAS,CHS
HG00705,Female,ThousandGenomes,EAS,CHS
HG00706,Male,ThousandGenomes,EAS,CHS
HG00707,Male,ThousandGenomes,EAS,CHS
HG00708,Female,ThousandGenomes,EAS,CHS
HG00709,Male,ThousandGenomes,EAS,CHS
HG00717,Female,ThousandGenomes,EAS,CHS
HG00728,Male,ThousandGenomes,EAS,CHS
HG00729,Female,ThousandGenomes,EAS,CHS
HG00731,Male,ThousandGenomes,AMR,PUR
HG00732,Female,ThousandGenomes,AMR,PUR
HG00733,Female,ThousandGenomes,AMR,PUR
HG00734,Female,ThousandGenomes,AMR,PUR
HG00735,Female,ThousandGenomes,AMR,PUR
HG00736,Male,ThousandGenomes,AMR,PUR
HG00737,Female,ThousandGenomes,AMR,PUR
HG00738,Male,ThousandGenomes,AMR,PUR
HG00739,Male,ThousandGenomes,AMR,PUR
HG00740,Female,ThousandGenomes,AMR,PUR
HG00741,Female,ThousandGenomes,AMR,PUR
HG00742,Male,ThousandGenomes,AMR,PUR
HG00743,Female,ThousandGenomes,AMR,PUR
HG00759,Female,ThousandGenomes,EAS,CDX
HG00766,Female,ThousandGenomes,EAS,CDX
HG00844,Male,ThousandGenomes,EAS,CDX
HG00851,Female,ThousandGenomes,EAS,CDX
HG00864,Female,ThousandGenomes,EAS,CDX
HG00867,Female,ThousandGenomes,EAS,CDX
HG00879,Female,ThousandGenomes,EAS,CDX
HG00881,Male,ThousandGenomes,EAS,CDX
HG00956,Female,ThousandGenomes,EAS,CDX
HG00978,Female,ThousandGenomes,EAS,CDX
HG00982,Male,ThousandGenomes,EAS,CDX
HG01028,Male,ThousandGenomes,EAS,CDX
HG01029,Female,ThousandGenomes,EAS,CDX
HG01031,Male,ThousandGenomes,EAS,CDX
HG01046,Female,ThousandGenomes,EAS,CDX
HG01047,Male,ThousandGenomes,AMR,PUR
HG01048,Male,ThousandGenomes,AMR,PUR
HG01049,Female,ThousandGenomes,AMR,PUR
HG01050,Female,ThousandGenomes,AMR,PUR
HG01051,Male,ThousandGenomes,AMR,PUR
HG01052,Female,ThousandGenomes,AMR,PUR
HG01053,Unknown,ThousandGenomes,AMR,PUR
HG01054,Male,ThousandGenomes,AMR,PUR
HG01055,Female,ThousandGenomes,AMR,PUR
HG01056,Male,ThousandGenomes,AMR,PUR
HG01058,Female,ThousandGenomes,AMR,PUR
HG01060,Male,ThousandGenomes,AMR,PUR
HG01061,Female,ThousandGenomes,AMR,PUR
HG01062,Female,ThousandGenomes,AMR,PUR
HG01063,Male,ThousandGenomes,AMR,PUR
HG01064,Female,ThousandGenomes,AMR,PUR
HG01066,Male,ThousandGenomes,AMR,PUR
HG01067,Female,ThousandGenomes,AMR,PUR
HG01068,Female,ThousandGenomes,AMR,PUR
HG01069,Male,ThousandGenomes,AMR,PUR
HG01070,Female,ThousandGenomes,AMR,PUR
HG01071,Female,ThousandGenomes,AMR,PUR
HG01072,Male,ThousandGenomes,AMR,PUR
HG01073,Female,ThousandGenomes,AMR,PUR
HG01074,Male,ThousandGenomes,AMR,PUR
HG01075,Male,ThousandGenomes,AMR,PUR
HG01077,Female,ThousandGenomes,AMR,PUR
HG01079,Male,ThousandGenomes,AMR,PUR
HG01080,Female,ThousandGenomes,AMR,PUR
HG01081,Female,ThousandGenomes,AMR,PUR
HG01082,Male,ThousandGenomes,AMR,PUR
HG01083,Female,ThousandGenomes,AMR,PUR
HG01084,Female,ThousandGenomes,AMR,PUR
HG01085,Male,ThousandGenomes,AMR,PUR
HG01086,Female,ThousandGenomes,AMR,PUR
HG01087,Female,ThousandGenomes,AMR,PUR
HG01088,Male,ThousandGenomes,AMR,PUR
HG01089,Female,ThousandGenomes,AMR,PUR
HG01092,Female,ThousandGenomes,AMR,PUR
HG01094,Male,ThousandGenomes,AMR,PUR
HG01095,Female,ThousandGenomes,AMR,PUR
HG01096,Male,ThousandGenomes,AMR,PUR
HG01097,Male,ThousandGenomes,AMR,PUR
HG01098,Female,ThousandGenomes,AMR,PUR
HG01099,Male,ThousandGenomes,AMR,PUR
HG01100,Female,ThousandGenomes,AMR,PUR
HG01101,Male,ThousandGenomes,AMR,PUR
HG01102,Female,ThousandGenomes,AMR,PUR
HG01103,Female,ThousandGenomes,AMR,PUR
HG01104,Male,ThousandGenomes,AMR,PUR
HG01105,Female,ThousandGenomes,AMR,PUR
HG01106,Male,ThousandGenomes,AMR,PUR
HG01107,Male,ThousandGenomes,AMR,PUR
HG01108,Female,ThousandGenomes,AMR,PUR
HG01109,Male,ThousandGenomes,AMR,PUR
HG01110,Male,ThousandGenomes,AMR,PUR
HG01111,Female,ThousandGenomes,AMR,PUR
HG01112,Male,ThousandGenomes,AMR,CLM
HG01113,Female,ThousandGenomes,AMR,CLM
HG01114,Female,ThousandGenomes,AMR,CLM
HG01119,Female,ThousandGenomes,AMR,CLM
HG01121,Male,ThousandGenomes,AMR,CLM
HG01122,Female,ThousandGenomes,AMR,CLM
HG01124,Male,ThousandGenomes,AMR,CLM
HG01125,Female,ThousandGenomes,AMR,CLM
HG01126,Male,ThousandGenomes,AMR,CLM
HG01130,Male,ThousandGenomes,AMR,CLM
HG01131,Female,ThousandGenomes,AMR,CLM
HG01133,Male,ThousandGenomes,AMR,CLM
HG01134,Female,ThousandGenomes,AMR,CLM
HG01135,Male,ThousandGenomes,AMR,CLM
HG01136,Male,ThousandGenomes,AMR,CLM
HG01137,Unknown,ThousandGenomes,AMR,CLM
HG01138,Male,ThousandGenomes,AMR,CLM
HG01139,Male,ThousandGenomes,AMR,CLM
HG01140,Female,ThousandGenomes,AMR,CLM
HG01141,Female,ThousandGenomes,AMR,CLM
HG01142,Male,ThousandGenomes,AMR,CLM
HG01148,Male,ThousandGenomes,AMR,CLM
HG01149,Female,ThousandGenomes,AMR,CLM
HG01150,Female,ThousandGenomes,AMR,CLM
HG01161,Male,ThousandGenomes,AMR,PUR
HG01162,Female,ThousandGenomes,AMR,PUR
HG01164,Male,ThousandGenomes,AMR,PUR
HG01167,Male,ThousandGenomes,AMR,PUR
HG01168,Female,ThousandGenomes,AMR,PUR
HG01169,Female,ThousandGenomes,AMR,PUR
HG01170,Male,ThousandGenomes,AMR,PUR
HG01171,Female,ThousandGenomes,AMR,PUR
HG01172,Male,ThousandGenomes,AMR,PUR
HG01173,Male,ThousandGenomes,AMR,PUR
HG01174,Female,ThousandGenomes,AMR,PUR
HG01175,Female,ThousandGenomes,AMR,PUR
HG01176,Male,ThousandGenomes,AMR,PUR
HG01177,Female,ThousandGenomes,AMR,PUR
HG01178,Male,ThousandGenomes,AMR,PUR
HG01182,Male,ThousandGenomes,AMR,PUR
HG01183,Female,ThousandGenomes,AMR,PUR
HG01184,Female,ThousandGenomes,AMR,PUR
HG01187,Male,ThousandGenomes,AMR,PUR
HG01188,Female,ThousandGenomes,AMR,PUR
HG01189,Male,ThousandGenomes,AMR,PUR
HG01190,Male,ThousandGenomes,AMR,PUR
HG01191,Female,ThousandGenomes,AMR,PUR
HG01192,Male,ThousandGenomes,AMR,PUR
HG01197,Male,ThousandGenomes,AMR,PUR
HG01198,Female,ThousandGenomes,AMR,PUR
HG01199,Male,ThousandGenomes,AMR,PUR
HG01200,Male,ThousandGenomes,AMR,PUR
HG01204,Male,ThousandGenomes,AMR,PUR
HG01205,Female,ThousandGenomes,AMR,PUR
HG01206,Male,ThousandGenomes,AMR,PUR
HG01241,Male,ThousandGenomes,AMR,PUR
HG01242,Female,ThousandGenomes,AMR,PUR
HG01243,Male,ThousandGenomes,AMR,PUR
HG01247,Male,ThousandGenomes,AMR,PUR
HG01248,Female,ThousandGenomes,AMR,PUR
HG01249,Female,ThousandGenomes,AMR,PUR
HG01250,Male,ThousandGenomes,AMR,CLM
HG01251,Female,ThousandGenomes,AMR,CLM
HG01252,Male,ThousandGenomes,AMR,CLM
HG01253,Male,ThousandGenomes,AMR,CLM
HG01254,Female,ThousandGenomes,AMR,CLM
HG01255,Male,ThousandGenomes,AMR,CLM
HG01256,Male,ThousandGenomes,AMR,CLM
HG01257,Female,ThousandGenomes,AMR,CLM
HG01258,Male,ThousandGenomes,AMR,CLM
HG01259,Male,ThousandGenomes,AMR,CLM
HG01260,Female,ThousandGenomes,AMR,CLM
HG01261,Male,ThousandGenomes,AMR,CLM
HG01269,Female,ThousandGenomes,AMR,CLM
HG01271,Male,ThousandGenomes,AMR,CLM
HG01272,Female,ThousandGenomes,AMR,CLM
HG01273,Male,ThousandGenomes,AMR,CLM
HG01274,Male,ThousandGenomes,AMR,CLM
HG01275,Female,ThousandGenomes,AMR,CLM
HG01276,Female,ThousandGenomes,AMR,CLM
HG01277,Male,ThousandGenomes,AMR,CLM
HG01278,Female,ThousandGenomes,AMR,CLM
HG01279,Female,ThousandGenomes,AMR,CLM
HG01280,Male,ThousandGenomes,AMR,CLM
HG01281,Female,ThousandGenomes,AMR,CLM
HG01284,Female,ThousandGenomes,AMR,CLM
